Time,Trader,Unit,Max,Earns,Bid/Ask,Offer,Strategy,Period,Round
0.1989,t0,0,325,0,bid,221.0,Trader_AA,0,3
0.19894,t3,0,250,0,bid,223.0,Trader_AA,0,3,"Contract:(222.0, 't3', 't14', 0.19894)"
0.19901,t13,0,125,0,ask,308.0,Trader_AA,0,3
0.19905,t8,0,125,0,bid,42.0,Trader_AA,0,3
0.19912,t16,0,200,0,ask,272.0,Trader_AA,0,3
0.19916,t10,0,75,0,bid,53.0,Trader_AA,0,3
0.1992,t2,0,275,0,bid,127.0,Trader_AA,0,3
0.19928,t7,0,150,0,bid,135.0,Trader_AA,0,3
0.19932,t19,0,275,0,ask,273.0,Trader_AA,0,3
0.19939,t20,0,300,0,ask,281.0,Trader_AA,0,3
0.19943,t21,0,325,0,ask,290.0,Trader_AA,0,3
0.1995,t7,0,150,0,bid,140.0,Trader_AA,0,4
0.19955,t4,0,225,0,bid,168.0,Trader_AA,0,4
0.19962,t13,0,125,0,ask,236.0,Trader_AA,0,4
0.19966,t1,0,300,0,bid,192.0,Trader_AA,0,4
0.19973,t19,0,275,0,ask,249.0,Trader_AA,0,4
0.19978,t17,0,225,0,ask,232.0,Trader_AA,0,4
0.19982,t9,0,100,0,bid,161.0,Trader_AA,0,4
0.19987,t21,0,325,0,ask,263.0,Trader_AA,0,4
0.19991,t15,0,175,0,ask,217.0,Trader_AA,0,4
0.19998,t20,0,300,0,ask,245.0,Trader_AA,0,4
0.20003,t2,0,275,0,bid,202.0,Trader_AA,0,4
0.20007,t0,0,325,0,bid,208.0,Trader_AA,0,4
0.20012,t18,0,250,0,ask,228.0,Trader_AA,0,4
0.20016,t8,0,125,0,bid,180.0,Trader_AA,0,4
0.20021,t10,0,75,0,bid,164.0,Trader_AA,0,4
0.20031,t16,0,200,0,ask,213.0,Trader_AA,0,4
0.20043,t0,0,325,0,bid,211.0,Trader_AA,0,5
0.20048,t15,0,175,0,ask,211.0,Trader_AA,0,5
0.20053,t13,0,125,0,ask,210.0,Trader_AA,0,5,"Contract:(211.0, 't0', 't13', 0.20053)"
0.2006,t9,0,100,0,bid,33.0,Trader_AA,0,5
0.20065,t7,0,150,0,bid,72.0,Trader_AA,0,5
0.2007,t4,0,225,0,bid,123.0,Trader_AA,0,5
0.20074,t1,0,300,0,bid,182.0,Trader_AA,0,5
0.20088,t18,0,250,0,ask,350.0,Trader_AA,0,5
0.20092,t8,0,125,0,bid,163.0,Trader_AA,0,5
0.20097,t10,0,75,0,bid,146.0,Trader_AA,0,5
0.20106,t17,0,225,0,ask,308.0,Trader_AA,0,5
0.2011,t21,0,325,0,ask,314.0,Trader_AA,0,5
0.20117,t16,0,200,0,ask,272.0,Trader_AA,0,5
0.20129,t20,0,300,0,ask,281.0,Trader_AA,0,5
0.20134,t2,0,275,0,bid,213.0,Trader_AA,0,5
0.20143,t19,0,275,0,ask,273.0,Trader_AA,0,5
0.2015,t18,0,250,0,ask,265.0,Trader_AA,0,6
0.20155,t21,0,325,0,ask,285.0,Trader_AA,0,6
0.20167,t1,0,300,0,bid,232.0,Trader_AA,0,6
0.20172,t17,0,225,0,ask,252.0,Trader_AA,0,6
0.20177,t2,0,275,0,bid,240.0,Trader_AA,0,6
0.20189,t19,0,275,0,ask,260.0,Trader_AA,0,6
0.20195,t7,0,150,0,bid,210.0,Trader_AA,0,6
0.20205,t16,0,200,0,ask,246.0,Trader_AA,0,6
0.20214,t15,0,175,0,ask,242.0,Trader_AA,0,6
0.2022,t20,0,300,0,ask,261.0,Trader_AA,0,6
0.20225,t4,0,225,0,bid,235.0,Trader_AA,0,6
0.20238,t9,0,100,0,bid,193.0,Trader_AA,0,6
0.20243,t10,0,75,0,bid,185.0,Trader_AA,0,6
0.20248,t8,0,125,0,bid,202.0,Trader_AA,0,6
0.20255,t8,0,125,0,bid,202.0,Trader_AA,0,7
0.20268,t17,0,225,0,ask,240.0,Trader_AA,0,7
0.20277,t21,0,325,0,ask,268.0,Trader_AA,0,7
0.20285,t16,0,200,0,ask,238.0,Trader_AA,0,7,"Contract:(240.0, 't2', 't16', 0.20285)"
0.20296,t1,0,300,0,bid,100.0,Trader_AA,0,7
0.20302,t4,0,225,0,bid,142.0,Trader_AA,0,7
0.20308,t19,0,275,0,ask,358.0,Trader_AA,0,7
0.20313,t10,0,75,0,bid,120.0,Trader_AA,0,7
0.20327,t15,0,175,0,ask,297.0,Trader_AA,0,7
0.20337,t7,0,150,0,bid,145.0,Trader_AA,0,7
0.20342,t18,0,250,0,ask,281.0,Trader_AA,0,7
0.20348,t20,0,300,0,ask,287.0,Trader_AA,0,7
0.20361,t9,0,100,0,bid,130.0,Trader_AA,0,7
0.20369,t17,0,225,0,ask,262.0,Trader_AA,0,8
0.20375,t10,0,75,0,bid,122.0,Trader_AA,0,8
0.20382,t1,0,300,0,bid,186.0,Trader_AA,0,8
0.20398,t9,0,100,0,bid,157.0,Trader_AA,0,8
0.20408,t7,0,150,0,bid,174.0,Trader_AA,0,8
0.20413,t20,0,300,0,ask,275.0,Trader_AA,0,8
0.20419,t21,0,325,0,ask,283.0,Trader_AA,0,8
0.20426,t4,0,225,0,bid,199.0,Trader_AA,0,8
0.20447,t15,0,175,0,ask,240.0,Trader_AA,0,8
0.20462,t19,0,275,0,ask,252.0,Trader_AA,0,8
0.20472,t8,0,125,0,bid,174.0,Trader_AA,0,8
0.20482,t18,0,250,0,ask,243.0,Trader_AA,0,8
0.20495,t15,0,175,0,ask,225.0,Trader_AA,0,9
0.205,t1,0,300,0,bid,209.0,Trader_AA,0,9
0.20511,t7,0,150,0,bid,189.0,Trader_AA,0,9
0.20521,t4,0,225,0,bid,214.0,Trader_AA,0,9
0.20527,t19,0,275,0,ask,242.0,Trader_AA,0,9
0.20533,t21,0,325,0,ask,258.0,Trader_AA,0,9
0.20561,t18,0,250,0,ask,233.0,Trader_AA,0,9
0.20572,t8,0,125,0,bid,184.0,Trader_AA,0,9
0.20578,t17,0,225,0,ask,225.0,Trader_AA,0,9
0.20588,t9,0,100,0,bid,176.0,Trader_AA,0,9
0.206,t20,0,300,0,ask,250.0,Trader_AA,0,9
0.20606,t10,0,75,0,bid,168.0,Trader_AA,0,9
0.21566,t21,0,325,0,ask,375.0,Trader_AA,1,0
0.21573,t4,0,225,0,bid,75.0,Trader_AA,1,0
0.21579,t11,0,75,0,ask,275.0,Trader_AA,1,0
0.21586,t13,0,125,0,ask,225.0,Trader_AA,1,0
0.21592,t15,0,175,0,ask,208.0,Trader_AA,1,0
0.21603,t6,0,175,0,bid,108.0,Trader_AA,1,0
0.21613,t16,0,200,0,ask,205.0,Trader_AA,1,0
0.21619,t3,0,250,0,bid,142.0,Trader_AA,1,0
0.21625,t12,0,100,0,ask,183.0,Trader_AA,1,0
0.21631,t17,0,225,0,ask,197.0,Trader_AA,1,0
0.21638,t20,0,300,0,ask,222.0,Trader_AA,1,0
0.21644,t7,0,150,0,bid,145.0,Trader_AA,1,0
0.21652,t5,0,200,0,bid,159.0,Trader_AA,1,0
0.21659,t0,0,325,0,bid,168.0,Trader_AA,1,0
0.21665,t18,0,250,0,ask,205.0,Trader_AA,1,0
0.21671,t9,0,100,0,bid,145.0,Trader_AA,1,0
0.21678,t2,0,275,0,bid,174.0,Trader_AA,1,0
0.21684,t19,0,275,0,ask,214.0,Trader_AA,1,0
0.2169,t1,0,300,0,bid,178.0,Trader_AA,1,0
0.21697,t8,0,125,0,bid,160.0,Trader_AA,1,0
0.21703,t14,0,150,0,ask,180.0,Trader_AA,1,0
0.2171,t10,0,75,0,bid,144.0,Trader_AA,1,0
0.21718,t2,0,275,0,bid,180.0,Trader_AA,1,1
0.21727,t16,0,200,0,ask,187.0,Trader_AA,1,1
0.21733,t3,0,250,0,bid,181.0,Trader_AA,1,1,"Contract:(180.0, 't3', 't14', 0.21734)"
0.21742,t0,0,325,0,bid,108.0,Trader_AA,1,1
0.21749,t17,0,225,0,ask,342.0,Trader_AA,1,1
0.21756,t9,0,100,0,bid,105.0,Trader_AA,1,1
0.21762,t6,0,175,0,bid,130.0,Trader_AA,1,1
0.21772,t4,0,225,0,bid,162.0,Trader_AA,1,1
0.21779,t10,0,75,0,bid,133.0,Trader_AA,1,1
0.21785,t21,0,325,0,ask,336.0,Trader_AA,1,1
0.21792,t12,0,100,0,ask,277.0,Trader_AA,1,1
0.21799,t1,0,300,0,bid,202.0,Trader_AA,1,1
0.21806,t18,0,250,0,ask,268.0,Trader_AA,1,1
0.21812,t7,0,150,0,bid,185.0,Trader_AA,1,1
0.21824,t5,0,200,0,bid,201.0,Trader_AA,1,1
0.21831,t19,0,275,0,ask,270.0,Trader_AA,1,1
0.21838,t11,0,75,0,ask,245.0,Trader_AA,1,1
0.21845,t8,0,125,0,bid,176.0,Trader_AA,1,1
0.21852,t15,0,175,0,ask,229.0,Trader_AA,1,1
0.21858,t20,0,300,0,ask,253.0,Trader_AA,1,1
0.21865,t13,0,125,0,ask,219.0,Trader_AA,1,1
0.21879,t13,0,125,0,ask,212.0,Trader_AA,1,2
0.21886,t21,0,325,0,ask,250.0,Trader_AA,1,2
0.21893,t0,0,325,0,bid,207.0,Trader_AA,1,2
0.219,t15,0,175,0,ask,209.0,Trader_AA,1,2
0.21907,t11,0,75,0,ask,207.0,Trader_AA,1,2
0.21928,t17,0,225,0,ask,213.0,Trader_AA,1,2
0.21935,t10,0,75,0,bid,163.0,Trader_AA,1,2
0.21942,t12,0,100,0,ask,206.0,Trader_AA,1,2,"Contract:(207.0, 't0', 't12', 0.21942)"
0.21951,t8,0,125,0,bid,42.0,Trader_AA,1,2
0.21958,t1,0,300,0,bid,128.0,Trader_AA,1,2
0.21971,t4,0,225,0,bid,160.0,Trader_AA,1,2
0.21978,t19,0,275,0,ask,358.0,Trader_AA,1,2
0.21985,t6,0,175,0,bid,165.0,Trader_AA,1,2
0.21995,t5,0,200,0,bid,177.0,Trader_AA,1,2
0.22002,t18,0,250,0,ask,322.0,Trader_AA,1,2
0.22009,t9,0,100,0,bid,151.0,Trader_AA,1,2
0.22016,t20,0,300,0,ask,315.0,Trader_AA,1,2
0.22026,t16,0,200,0,ask,277.0,Trader_AA,1,2
0.22033,t7,0,150,0,bid,168.0,Trader_AA,1,2
0.2204,t2,0,275,0,bid,210.0,Trader_AA,1,2
0.22055,t13,0,125,0,ask,253.0,Trader_AA,1,3
0.22063,t8,0,125,0,bid,182.0,Trader_AA,1,3
0.22078,t16,0,200,0,ask,237.0,Trader_AA,1,3
0.22093,t10,0,75,0,bid,165.0,Trader_AA,1,3
0.221,t20,0,300,0,ask,258.0,Trader_AA,1,3
0.22108,t18,0,250,0,ask,241.0,Trader_AA,1,3
0.22115,t2,0,275,0,bid,221.0,Trader_AA,1,3
0.22129,t21,0,325,0,ask,266.0,Trader_AA,1,3
0.22136,t6,0,175,0,bid,206.0,Trader_AA,1,3
0.22146,t5,0,200,0,bid,214.0,Trader_AA,1,3
0.22153,t1,0,300,0,bid,228.0,Trader_AA,1,3
0.22161,t15,0,175,0,ask,232.0,Trader_AA,1,3
0.22169,t11,0,75,0,ask,229.0,Trader_AA,1,3
0.22176,t4,0,225,0,bid,227.0,Trader_AA,1,3
0.22184,t17,0,225,0,ask,228.0,Trader_AA,1,3
0.22192,t19,0,275,0,ask,244.0,Trader_AA,1,3
0.22205,t7,0,150,0,bid,202.0,Trader_AA,1,3
0.22213,t9,0,100,0,bid,185.0,Trader_AA,1,3
0.22225,t9,0,100,0,bid,185.0,Trader_AA,1,4
0.22233,t19,0,275,0,ask,244.0,Trader_AA,1,4
0.22241,t15,0,175,0,ask,226.0,Trader_AA,1,4,"Contract:(228.0, 't1', 't15', 0.22241)"
0.22257,t6,0,175,0,bid,58.0,Trader_AA,1,4
0.22265,t2,0,275,0,bid,130.0,Trader_AA,1,4
0.22273,t4,0,225,0,bid,162.0,Trader_AA,1,4
0.22284,t13,0,125,0,ask,320.0,Trader_AA,1,4
0.22292,t17,0,225,0,ask,288.0,Trader_AA,1,4
0.223,t7,0,150,0,bid,158.0,Trader_AA,1,4
0.22314,t21,0,325,0,ask,300.0,Trader_AA,1,4
0.22329,t18,0,250,0,ask,275.0,Trader_AA,1,4
0.22348,t5,0,200,0,bid,175.0,Trader_AA,1,4
0.22363,t20,0,300,0,ask,283.0,Trader_AA,1,4
0.22375,t10,0,75,0,bid,142.0,Trader_AA,1,4
0.22383,t8,0,125,0,bid,158.0,Trader_AA,1,4
0.22396,t16,0,200,0,ask,250.0,Trader_AA,1,4
0.22407,t11,0,75,0,ask,224.0,Trader_AA,1,4
0.22419,t10,0,75,0,bid,142.0,Trader_AA,1,5
0.22436,t16,0,200,0,ask,216.0,Trader_AA,1,5
0.22444,t9,0,100,0,bid,150.0,Trader_AA,1,5
0.22452,t11,0,75,0,ask,201.0,Trader_AA,1,5
0.2246,t18,0,250,0,ask,217.0,Trader_AA,1,5
0.22487,t7,0,150,0,bid,167.0,Trader_AA,1,5
0.22496,t6,0,175,0,bid,175.0,Trader_AA,1,5
0.22504,t13,0,125,0,ask,191.0,Trader_AA,1,5
0.22519,t8,0,125,0,bid,158.0,Trader_AA,1,5
0.22527,t21,0,325,0,ask,236.0,Trader_AA,1,5
0.22536,t19,0,275,0,ask,219.0,Trader_AA,1,5
0.22546,t5,0,200,0,bid,182.0,Trader_AA,1,5
0.22554,t17,0,225,0,ask,202.0,Trader_AA,1,5
0.22563,t20,0,300,0,ask,227.0,Trader_AA,1,5
0.22571,t2,0,275,0,bid,186.0,Trader_AA,1,5
0.22586,t4,0,225,0,bid,189.0,Trader_AA,1,5
0.22604,t9,0,100,0,bid,159.0,Trader_AA,1,6
0.22614,t16,0,200,0,ask,194.0,Trader_AA,1,6
0.22623,t19,0,275,0,ask,219.0,Trader_AA,1,6
0.22631,t11,0,75,0,ask,189.0,Trader_AA,1,6
0.2264,t2,0,275,0,bid,190.0,Trader_AA,1,6,"Contract:(189.0, 't2', 't11', 0.2264)"
0.22652,t5,0,200,0,bid,67.0,Trader_AA,1,6
0.22661,t8,0,125,0,bid,86.0,Trader_AA,1,6
0.22672,t7,0,150,0,bid,107.0,Trader_AA,1,6
0.22681,t10,0,75,0,bid,96.0,Trader_AA,1,6
0.22697,t13,0,125,0,ask,308.0,Trader_AA,1,6
0.22706,t17,0,225,0,ask,280.0,Trader_AA,1,6
0.22732,t21,0,325,0,ask,295.0,Trader_AA,1,6
0.2274,t6,0,175,0,bid,130.0,Trader_AA,1,6
0.22756,t18,0,250,0,ask,270.0,Trader_AA,1,6
0.22765,t20,0,300,0,ask,280.0,Trader_AA,1,6
0.22788,t4,0,225,0,bid,162.0,Trader_AA,1,6
0.22806,t9,0,100,0,bid,141.0,Trader_AA,1,7
0.22815,t17,0,225,0,ask,255.0,Trader_AA,1,7
0.22828,t21,0,325,0,ask,278.0,Trader_AA,1,7
0.22846,t16,0,200,0,ask,237.0,Trader_AA,1,7
0.22855,t4,0,225,0,bid,183.0,Trader_AA,1,7
0.22872,t7,0,150,0,bid,172.0,Trader_AA,1,7
0.22888,t6,0,175,0,bid,180.0,Trader_AA,1,7
0.22905,t8,0,125,0,bid,164.0,Trader_AA,1,7
0.22914,t13,0,125,0,ask,218.0,Trader_AA,1,7
0.22922,t20,0,300,0,ask,245.0,Trader_AA,1,7
0.22942,t10,0,75,0,bid,147.0,Trader_AA,1,7
0.22953,t5,0,200,0,bid,189.0,Trader_AA,1,7
0.22962,t18,0,250,0,ask,229.0,Trader_AA,1,7
0.22989,t19,0,275,0,ask,237.0,Trader_AA,1,7
0.23015,t7,0,150,0,bid,176.0,Trader_AA,1,8
0.23029,t9,0,100,0,bid,159.0,Trader_AA,1,8
0.23048,t16,0,200,0,ask,212.0,Trader_AA,1,8
0.23057,t19,0,275,0,ask,233.0,Trader_AA,1,8
0.23066,t10,0,75,0,bid,151.0,Trader_AA,1,8
0.23078,t4,0,225,0,bid,198.0,Trader_AA,1,8
0.23088,t20,0,300,0,ask,241.0,Trader_AA,1,8
0.23097,t13,0,125,0,ask,206.0,Trader_AA,1,8
0.23106,t6,0,175,0,bid,190.0,Trader_AA,1,8
0.23115,t17,0,225,0,ask,212.0,Trader_AA,1,8
0.23136,t18,0,250,0,ask,221.0,Trader_AA,1,8
0.23153,t5,0,200,0,bid,199.0,Trader_AA,1,8
0.23181,t21,0,325,0,ask,246.0,Trader_AA,1,8
0.23197,t8,0,125,0,bid,174.0,Trader_AA,1,8
0.23233,t4,0,225,0,bid,203.0,Trader_AA,1,9
0.23251,t17,0,225,0,ask,212.0,Trader_AA,1,9
0.23262,t10,0,75,0,bid,160.0,Trader_AA,1,9
0.23276,t21,0,325,0,ask,246.0,Trader_AA,1,9
0.23315,t6,0,175,0,bid,194.0,Trader_AA,1,9
0.23356,t18,0,250,0,ask,221.0,Trader_AA,1,9
0.23374,t5,0,200,0,bid,202.0,Trader_AA,1,9
0.23394,t13,0,125,0,ask,204.0,Trader_AA,1,9
0.23409,t19,0,275,0,ask,228.0,Trader_AA,1,9
0.23423,t9,0,100,0,bid,169.0,Trader_AA,1,9
0.23433,t8,0,125,0,bid,177.0,Trader_AA,1,9
0.23442,t7,0,150,0,bid,185.0,Trader_AA,1,9
0.23452,t20,0,300,0,ask,236.0,Trader_AA,1,9
0.23464,t16,0,200,0,ask,203.0,Trader_AA,1,9
0.24498,t1,0,300,0,bid,100.0,Trader_AA,2,0
0.24514,t14,0,150,0,ask,317.0,Trader_AA,2,0
0.24529,t4,0,225,0,bid,142.0,Trader_AA,2,0
0.24544,t7,0,150,0,bid,145.0,Trader_AA,2,0
0.24555,t20,0,300,0,ask,311.0,Trader_AA,2,0
0.24566,t12,0,100,0,ask,255.0,Trader_AA,2,0
0.24576,t3,0,250,0,bid,180.0,Trader_AA,2,0
0.24587,t2,0,275,0,bid,207.0,Trader_AA,2,0
0.24597,t11,0,75,0,ask,238.0,Trader_AA,2,0
0.24607,t19,0,275,0,ask,250.0,Trader_AA,2,0
0.24618,t6,0,175,0,bid,196.0,Trader_AA,2,0
0.24633,t0,0,325,0,bid,219.0,Trader_AA,2,0
0.24645,t21,0,325,0,ask,267.0,Trader_AA,2,0
0.24655,t13,0,125,0,ask,230.0,Trader_AA,2,0
0.24665,t8,0,125,0,bid,188.0,Trader_AA,2,0
0.24677,t10,0,75,0,bid,171.0,Trader_AA,2,0
0.2469,t18,0,250,0,ask,237.0,Trader_AA,2,0
0.24704,t16,0,200,0,ask,225.0,Trader_AA,2,0
0.24716,t5,0,200,0,bid,213.0,Trader_AA,2,0
0.24729,t17,0,225,0,ask,225.0,Trader_AA,2,0
0.24741,t9,0,100,0,bid,179.0,Trader_AA,2,0
0.24751,t15,0,175,0,ask,222.0,Trader_AA,2,0
0.24767,t10,0,75,0,bid,171.0,Trader_AA,2,1
0.24782,t21,0,325,0,ask,256.0,Trader_AA,2,1
0.24792,t4,0,225,0,bid,221.0,Trader_AA,2,1
0.24809,t9,0,100,0,bid,181.0,Trader_AA,2,1
0.24819,t17,0,225,0,ask,223.0,Trader_AA,2,1
0.24835,t5,0,200,0,bid,214.0,Trader_AA,2,1
0.24845,t19,0,275,0,ask,240.0,Trader_AA,2,1
0.24857,t16,0,200,0,ask,220.0,Trader_AA,2,1,"Contract:(221.0, 't4', 't16', 0.24857)"
0.2487,t7,0,150,0,bid,50.0,Trader_AA,2,1
0.24883,t1,0,300,0,bid,133.0,Trader_AA,2,1
0.24894,t3,0,250,0,bid,172.0,Trader_AA,2,1
0.24904,t0,0,325,0,bid,223.0,Trader_AA,2,1
0.24915,t11,0,75,0,ask,340.0,Trader_AA,2,1
0.24927,t18,0,250,0,ask,310.0,Trader_AA,2,1
0.24939,t15,0,175,0,ask,280.0,Trader_AA,2,1
0.24949,t12,0,100,0,ask,260.0,Trader_AA,2,1
0.2496,t6,0,175,0,bid,207.0,Trader_AA,2,1
0.2497,t13,0,125,0,ask,246.0,Trader_AA,2,1
0.24981,t20,0,300,0,ask,264.0,Trader_AA,2,1
0.24991,t2,0,275,0,bid,232.0,Trader_AA,2,1
0.25002,t14,0,150,0,ask,240.0,Trader_AA,2,1
0.25013,t8,0,125,0,bid,196.0,Trader_AA,2,1
0.25031,t0,0,325,0,bid,236.0,Trader_AA,2,2
0.25042,t3,0,250,0,bid,239.0,Trader_AA,2,2
0.25053,t12,0,100,0,ask,238.0,Trader_AA,2,2,"Contract:(239.0, 't3', 't12', 0.25053)"
0.25065,t21,0,325,0,ask,375.0,Trader_AA,2,2
0.25076,t11,0,75,0,ask,275.0,Trader_AA,2,2
0.25087,t7,0,150,0,bid,50.0,Trader_AA,2,2
0.25098,t14,0,150,0,ask,233.0,Trader_AA,2,2
0.25109,t8,0,125,0,bid,75.0,Trader_AA,2,2
0.2512,t15,0,175,0,ask,214.0,Trader_AA,2,2
0.25139,t10,0,75,0,bid,75.0,Trader_AA,2,2
0.25157,t1,0,300,0,bid,123.0,Trader_AA,2,2
0.25176,t9,0,100,0,bid,115.0,Trader_AA,2,2
0.25189,t19,0,275,0,ask,234.0,Trader_AA,2,2
0.252,t2,0,275,0,bid,155.0,Trader_AA,2,2
0.25211,t18,0,250,0,ask,226.0,Trader_AA,2,2
0.25226,t5,0,200,0,bid,170.0,Trader_AA,2,2
0.25249,t6,0,175,0,bid,172.0,Trader_AA,2,2
0.25259,t20,0,300,0,ask,243.0,Trader_AA,2,2
0.25273,t17,0,225,0,ask,218.0,Trader_AA,2,2
0.25284,t13,0,125,0,ask,199.0,Trader_AA,2,2
0.25317,t8,0,125,0,bid,156.0,Trader_AA,2,3
0.25331,t20,0,300,0,ask,233.0,Trader_AA,2,3
0.25351,t0,0,325,0,bid,182.0,Trader_AA,2,3
0.25362,t21,0,325,0,ask,241.0,Trader_AA,2,3
0.25373,t19,0,275,0,ask,224.0,Trader_AA,2,3
0.25388,t2,0,275,0,bid,189.0,Trader_AA,2,3
0.25399,t14,0,150,0,ask,194.0,Trader_AA,2,3
0.2541,t18,0,250,0,ask,213.0,Trader_AA,2,3
0.25422,t15,0,175,0,ask,191.0,Trader_AA,2,3
0.25433,t6,0,175,0,bid,184.0,Trader_AA,2,3
0.25454,t7,0,150,0,bid,176.0,Trader_AA,2,3
0.25466,t9,0,100,0,bid,159.0,Trader_AA,2,3
0.25481,t1,0,300,0,bid,191.0,Trader_AA,2,3
0.25492,t10,0,75,0,bid,152.0,Trader_AA,2,3
0.25504,t17,0,225,0,ask,202.0,Trader_AA,2,3
0.25517,t5,0,200,0,bid,192.0,Trader_AA,2,3,"Contract:(191.0, 't5', 't15', 0.25517)"
0.25534,t13,0,125,0,ask,308.0,Trader_AA,2,3
0.25545,t11,0,75,0,ask,230.0,Trader_AA,2,3
0.25568,t9,0,100,0,bid,33.0,Trader_AA,2,4
0.25583,t10,0,75,0,bid,47.0,Trader_AA,2,4
0.25597,t2,0,275,0,bid,110.0,Trader_AA,2,4
0.25613,t17,0,225,0,ask,228.0,Trader_AA,2,4
0.25645,t1,0,300,0,bid,151.0,Trader_AA,2,4
0.25657,t13,0,125,0,ask,201.0,Trader_AA,2,4
